NAME	prize	source	magnitude	terminal	type	degree	betweenness	louvain_clusters	location	general_process	specific_process.x	general_function	specific_function	robustness	specificity	ast_FC	ex_FC	in_FC	mic_FC	oli_FC	opc_FC	data_source	greedy_clusters	label_prop_cluster	tau_aggregation_FC	dpr_FC	lysosome_FC	ROS_oxidation_FC	essentiality_CRISPRa_FC	essentiality_CRISPRi_FC	drug_target	HD_locus	HD_functional	barplot	tau_modifier	specific_process	general_datatype
SHH	0		NA	FALSE	protein	14	8.53064524337965e-06	5	extracellular	developmental process	anatomical structure development	binding	protein binding	0.7	0.03	NA	NA	NA	NA	NA	NA	steiner node	5	0	0	0.00067	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Ligand-receptor interactions	steiner node
SHMT1	0.95	tau fly genetic screen	0	TRUE	protein	68	0.000105475680715933	0	extracellular	cellular process	cellular component organization	binding	protein binding	1	0.01	NA	NA	NA	NA	NA	NA	tau fly genetic screen	0	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Carnitine synthesis	drosophila genetics
SHROOM3	0.95	tau fly genetic screen	0	TRUE	protein	18	1.29032673658384e-06	0	plasma_membrane	cellular process	cellular component organization	binding	protein binding	1	0.05	NA	NA	NA	NA	NA	NA	tau fly genetic screen	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	cellular component organization	drosophila genetics
SIGLEC6	0		NA	FALSE	protein	14	2.89611001634959e-06	0	plasma_membrane	cellular process	cell communication	binding	protein binding	0.59	0.1	NA	NA	NA	NA	NA	NA	steiner node	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	steiner node
SIRPA	0.332748275378637	human proteomics	-0.12254900132166	TRUE	protein	26	6.26116415393317e-05	7	vesicle	immune system process	immune effector process	binding	protein binding	1	0.09	NA	NA	NA	NA	NA	NA	human proteomics	1	24	0	0	0	0	2.514563593	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Signal regulatory protein family interactions	human proteomics
SIRPB1	0		NA	FALSE	protein	10	7.78857795429944e-06	0	vesicle	response to stimulus	immune response	binding	protein binding	0.71	0.08	NA	NA	NA	NA	NA	NA	steiner node	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Cell-Cell communication	steiner node
SIX1	0		NA	FALSE	protein	30	1.60607287349678e-05	1	nucleus	developmental process	anatomical structure development	binding	organic cyclic compound binding	0.81	0.18	NA	NA	NA	NA	NA	NA	steiner node	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	anatomical structure development	steiner node
SLC10A2	0.85	GWAS locus	0	TRUE	protein	102	0.00117401723603495	3	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.1	NA	NA	NA	NA	NA	NA	GWAS locus	3	4	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Bile acid and bile salt metabolism	human GWAS
SLC16A1	0	abeta drosophila phosphoproteomics	-1.46412104786766	TRUE	protein	77	0.000562605893569547	3	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	0	0.11	NA	-0.343549667613907	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Transport of bile salts and organic acids, metal ions and amine compounds	drosophila phoshoproteomics
SLC16A3	0	abeta drosophila phosphoproteomics	-1.46412104786766	TRUE	protein	25	7.43273266487319e-05	8	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	0.01	0.05	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Basigin interactions	drosophila phoshoproteomics
SLC16A5	0	abeta drosophila phosphoproteomics	-1.46412104786766	TRUE	protein	6	2.20538105412714e-06	8	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	0.01	0	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	establishment of localization	drosophila phoshoproteomics
SLC16A6	0	abeta drosophila phosphoproteomics	-1.46412104786766	TRUE	protein	4	1.630322399503e-06	9	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	0	0.07	NA	-0.641488419263355	NA	NA	NA	NA	abeta drosophila phosphoproteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	establishment of localization	drosophila phoshoproteomics
SLC16A7	0	abeta drosophila phosphoproteomics	-1.46412104786766	TRUE	protein	28	7.27768284574913e-05	6	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	0	0.05	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Transport of bile salts and organic acids, metal ions and amine compounds	drosophila phoshoproteomics
SLC22A1	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	34	6.13345910500737e-05	6	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.1	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Transport of bile salts and organic acids, metal ions and amine compounds	drosophila phoshoproteomics
SLC22A10	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	14	1.23023700676946e-06	3	plasma_membrane	localization	establishment of localization			1	0.06	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	21	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	establishment of localization	drosophila phoshoproteomics
SLC22A11	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	16	2.84126690492698e-05	3	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.07	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Organic cation/anion/zwitterion transport	drosophila phoshoproteomics
SLC22A12	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	3	2.28153540256144e-07	3	plasma_membrane	cellular process	cellular homeostasis	transporter	transmembrane transporter	1	0.08	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	20	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Organic cation/anion/zwitterion transport	drosophila phoshoproteomics
SLC22A13	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	4	6.74095417286711e-07	3	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.04	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Metabolism of vitamins and cofactors	drosophila phoshoproteomics
SLC22A14	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	2	4.0324229545656e-08	6	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.03	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	establishment of localization	drosophila phoshoproteomics
SLC22A16	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	25	1.45792410456216e-05	3	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.07	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Organic cation/anion/zwitterion transport	drosophila phoshoproteomics
SLC22A17	0.450639912183381	abeta drosophila phosphoproteomics	-1.03309949504114	TRUE	protein	3	2.36541497337612e-07	3	plasma_membrane	cellular process	cellular homeostasis	transporter	transmembrane transporter	1	0.07	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Iron uptake and transport	drosophila phoshoproteomics
SLC22A2	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	41	0.00028199441110298	6	extracellular	localization	establishment of localization	transporter	transmembrane transporter	1	0.11	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Transport of bile salts and organic acids, metal ions and amine compounds	drosophila phoshoproteomics
SLC22A23	0.450639912183381	abeta drosophila phosphoproteomics	-1.03309949504114	TRUE	protein	18	3.01673366111199e-05	4	membrane	localization	establishment of localization	binding	protein binding	1	0.1	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	establishment of localization	drosophila phoshoproteomics
SLC22A24	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	1	0	9	plasma_membrane	localization	establishment of localization			1	0.02	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	establishment of localization	drosophila phoshoproteomics
SLC22A3	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	17	2.89244958648122e-05	6	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.11	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Transport of bile salts and organic acids, metal ions and amine compounds	drosophila phoshoproteomics
SLC22A4	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	16	1.91865949141829e-05	3	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.03	NA	-0.345086771509592	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Organic cation/anion/zwitterion transport	drosophila phoshoproteomics
SLC22A5	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	30	0.00021231475240835	3	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.06	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Organic cation/anion/zwitterion transport	drosophila phoshoproteomics
SLC22A6	0.95	tau fly genetic screen	0	TRUE	protein	37	0.000389965025988901	3	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.04	NA	-0.478049558462727	NA	NA	NA	NA	abeta drosophila phosphoproteomics	2	2	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Organic cation/anion/zwitterion transport	drosophila phoshoproteomics
SLC22A7	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	18	1.88061204203285e-05	3	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.07	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	2	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Organic cation/anion/zwitterion transport	drosophila phoshoproteomics
SLC22A8	0.450639912183381	drosophila ABeta proteomics	-1.03309949504114	TRUE	protein	11	7.13395581447793e-05	3	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.09	NA	-0.569661175258851	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	2	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Organic cation/anion/zwitterion transport	drosophila phoshoproteomics
SLC22A9	0.450639912183381	abeta drosophila phosphoproteomics	-1.03309949504114	TRUE	protein	57	7.58987342918692e-05	3	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.05	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	establishment of localization	drosophila phoshoproteomics
SLC2A3	0.95	tau fly genetic screen	0	TRUE	protein	29	3.57762348723323e-05	6	endomembrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.05	NA	NA	NA	NA	NA	NA	tau fly genetic screen	2	24	0	0	0	0	2.487916831	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	MECP2 regulates neuronal receptors and channels	drosophila genetics
SLC30A2	0		NA	FALSE	protein	75	0.000196115157627186	6	lysosome	biological regulation	nonspecific function	binding	protein binding	0.62	0.32	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Transport of bile salts and organic acids, metal ions and amine compounds	steiner node
SLC30A3	0.123649035895554	human proteomics	-0.225884031776879	TRUE	protein	32	1.01786497818663e-05	6	vesicle	biological regulation	nonspecific function	transporter	transmembrane transporter	0.96	0.07	NA	NA	NA	NA	NA	NA	human proteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Transport of bile salts and organic acids, metal ions and amine compounds	human proteomics
SLC30A8	0.95	tau fly genetic screen	0	TRUE	protein	78	3.80747676269119e-05	6	vesicle	biological regulation	regulation of biological quality	transporter	transmembrane transporter	1	0.06	NA	NA	NA	NA	NA	NA	tau fly genetic screen	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Transport of bile salts and organic acids, metal ions and amine compounds	drosophila genetics
SLC31A1	0.95	tau fly genetic screen	0	TRUE	protein	8	8.92049768588723e-07	7	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.04	NA	NA	NA	NA	NA	NA	tau fly genetic screen	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Metal ion SLC transporters	drosophila genetics
SLC31A2	0.95	tau fly genetic screen	0	TRUE	protein	11	1.39347115240853e-06	3	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.02	NA	NA	NA	NA	NA	NA	tau fly genetic screen	6	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	establishment of localization	drosophila genetics
SLC33A1	0.95	tau fly genetic screen	0	TRUE	protein	6	3.59548266931781e-06	2	ER	cellular process	cell communication	transporter	transmembrane transporter	1	0.04	NA	NA	NA	NA	NA	NA	tau fly genetic screen	6	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Defective SLC33A1 causes spastic paraplegia 42 (SPG42)	drosophila genetics
SLC39A1	0.95	tau fly genetic screen	0	TRUE	protein	33	3.52768097674401e-05	6	ER	localization	establishment of localization	transporter	transmembrane transporter	1	0.07	NA	NA	NA	NA	NA	NA	tau fly genetic screen	3	24	0	3e-05	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Transport of bile salts and organic acids, metal ions and amine compounds	drosophila genetics
SLC4A10	0.208476116401647	human proteomics	-0.204017646478219	TRUE	protein	17	1.16520623816326e-05	6	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	1	0.05	NA	NA	NA	NA	NA	NA	human proteomics	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Bicarbonate transporters	human proteomics
SLC6A1	0		NA	FALSE	protein	6	1.49828503529597e-06	3	plasma_membrane	cellular process	cell communication	transporter	neurotransmitter transporter	0.48	0	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Transport of bile salts and organic acids, metal ions and amine compounds	steiner node
SLC9A3R1	0		NA	FALSE	protein	126	0.000429223751263485	3	plasma_membrane	biological regulation	nonspecific function	binding	protein binding	0.72	0.09	NA	NA	NA	NA	0.34812644691787	NA	steiner node	3	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
SLTM	0.85	GWAS locus	0	TRUE	protein	24	0.00013431605785891	9	nucleus	cellular process	cell death	binding	organic cyclic compound binding	1	0.08	NA	NA	NA	NA	NA	NA	GWAS locus	2	24	0	0	0	1.747285082	4.104364508	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cell death	human GWAS
SLX4	0		NA	FALSE	protein	46	1.37929166915956e-05	2	nucleus	cellular process	cellular response to stimulus	catalytic	hydrolase	0.95	0.07	NA	NA	NA	NA	NA	NA	steiner node	4	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Resolution of D-Loop Structures	steiner node
SMEK1	0		NA	FALSE	protein	21	6.88800744628828e-07	0						0.71	0.02	NA	NA	NA	NA	NA	NA	steiner node	4	24	0	0	0	2.205381644	-4.089441456	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
SMIM3	0		NA	FALSE	protein	51	3.50917425005218e-05	6	membrane			binding	protein binding	0.68	0.15	NA	NA	NA	NA	NA	NA	steiner node	3	24	0	0	0	0	0	-3.167091994	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	steiner node
SMTN	0.116714859020085	abeta drosophila phosphoproteomics	1.1772107524675	TRUE	protein	10	7.22141112521279e-06	9	cytoskeleton	multicellular organismal process	system process	structural molecule	structural constituent of muscle	1	0.02	0.87758792198855	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	10	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	drosophila phoshoproteomics
SMTNL1	0.116714859020085	abeta drosophila phosphoproteomics	1.1772107524675	TRUE	protein	2	0	7	protein complex	multicellular organismal process	system process	binding	protein binding	0.07	0.01	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	no characterized pathway	drosophila phoshoproteomics
SMTNL2	0.116714859020085	abeta drosophila phosphoproteomics	1.1772107524675	TRUE	protein	18	1.27300825311077e-06	9		cellular process	cellular component organization			0.19	0	NA	NA	NA	NA	NA	NA	abeta drosophila phosphoproteomics	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	cellular component organization	drosophila phoshoproteomics
SNAP23	0.95	tau fly genetic screen	0	TRUE	protein	79	3.46985599395798e-05	6	plasma_membrane	localization	establishment of localization	binding	protein binding	1	0.07	NA	NA	NA	NA	NA	NA	tau fly genetic screen	1	24	0	0	0	0	0	-3.36097293	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Translocation of SLC2A4 (GLUT4) to the plasma membrane	drosophila genetics
SNAP29	0.95	fly genetic screen	0	TRUE	protein	78	7.02232850866017e-05	6	cytoskeleton	cellular process	cellular component organization	binding	protein binding	1	0.04	NA	NA	NA	NA	NA	NA	fly genetic screen	1	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Intra-Golgi and retrograde Golgi-to-ER traffic	drosophila genetics
SNRPC	0.95	fly genetic screen	0	TRUE	protein	136	0.000158508358789747	9	nucleus	metabolic process	nitrogen compound metabolic process	binding	organic cyclic compound binding	1	0.02	NA	NA	-0.509755522642631	NA	NA	NA	fly genetic screen	0	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	mRNA Splicing	drosophila genetics
SNTG2	0		NA	FALSE	protein	22	1.00970359891411e-05	7	plasma_membrane	multicellular organismal process	multicellular organism development	binding	protein binding	1	0.06	NA	NA	NA	NA	NA	NA	steiner node	8	14	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	multicellular organism development	steiner node
SNX1	0	accessible GWAS locus	0	TRUE	protein	69	0.00010805358194639	7	endosome	localization	establishment of localization	binding	protein binding	0	0.11	NA	NA	NA	NA	NA	NA	accessible GWAS locus	2	24	0	0	0	0	0	0	0	1	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	establishment of localization	human GWAS
SNX5	0		NA	FALSE	protein	55	8.56228978768825e-05	7	plasma_membrane	localization	establishment of localization	binding	protein binding	0.67	0.03	NA	NA	NA	NA	NA	NA	steiner node	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Golgi Associated Vesicle Biogenesis	steiner node
SOD1	0.95	fly genetic screen	0	TRUE	protein	305	0.000638319289156967	9	mitochondria	biological regulation	nonspecific function	binding	protein binding	1	0.07	NA	-0.598997646411481	-0.529723314445083	NA	NA	NA	fly genetic screen	0	24	0	0	0	0	0	-19.85419933	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	drosophila genetics
SORD	0.95	tau fly genetic screen	0	TRUE	protein	67	0.000105406518114891	11	extracellular	metabolic process	primary metabolic process	binding	protein binding	1	0.05	NA	NA	NA	NA	NA	NA	tau fly genetic screen	4	24	0	0	0	0	0	0	1	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	1	Fructose biosynthesis	drosophila genetics
SORL1	0.85	accessible GWAS locus	0	TRUE	protein	62	0.000186537984156899	2	golgi	biological regulation	nonspecific function	binding	protein binding	1	0.12	NA	NA	NA	NA	NA	NA	accessible GWAS locus	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Amyloid fiber formation	human GWAS
SORT1	0		NA	FALSE	protein	31	0.000119133279918238	2	golgi	biological regulation	nonspecific function	binding	protein binding	0.85	0.12	NA	NA	NA	NA	NA	NA	steiner node	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Golgi Associated Vesicle Biogenesis	steiner node
SOST	0		NA	FALSE	protein	17	1.51266491466456e-06	2	extracellular	biological regulation	nonspecific function	binding	protein binding	0.55	0.08	NA	NA	NA	NA	NA	NA	steiner node	2	24	0	0	0	0	0	0	0	0	0	barchart: attributelist="ex_FC,in_FC,drug_target,HD_locus,HD_functional,tau_modifier" colorlist="up:#D95F02,down:#1B9E77"	0	Negative regulation of TCF-dependent signaling by WNT ligand antagonists	steiner node
